Material_Name,Chemical_Composition,Material_Class,Film_Thickness,Substrate,Material_Type,Superconductor_Type,Superconducting_Transition_Temperature,Pressure,Crystal_Structure,Lattice_Structure,Space_Group,"Lattice_Constant(a)","Lattice_Constant(b)","Lattice_Constant(c)",Lower_Critical_Field,Upper_Critical_Field,Experimental,DOI
(Bi0.96La0.04)2Sr2CaCu2O8+δ,(Bi0.96La0.04)2Sr2CaCu2O8+δ,Bulk,,,SC,High-Tc/Cuprate,72 K,,,,,,,,,,TRUE,10.1016/j.jnoncrysol.2010.09.036
(Bi0.98La0.02)2Sr2CaCu2O8+δ,(Bi0.98La0.02)2Sr2CaCu2O8+δ,Bulk,,,SC,High-Tc/Cuprate,79.1 K,,,,,,,,,,TRUE,10.1016/j.jnoncrysol.2010.09.036
BiSCCO,(Bi0.9Pb0.1)2Sr2Ca2Cu3O10,Bulk,,,SC,High-Tc/cuprate,,atmospheric pressure,,,,,,,,,True,10.1103/PhysRevB.49.16009
BiPbSrCaCuO,(Bi0.9Pb0.1)2Sr2Ca2Cu3O10+x,Bulk,,,SC,High-Tc,77.3 K,,,,,,,,,,TRUE,10.1016/0921-4534(94)90736-6
Bismuth Antimony Telluride Topological Insulator Nanowire Junction,(Bi1-xSbx)2Te3,Nanowire,,,SC,Topological,,,,,,,,,,,FALSE,10.1103/PhysRevB.108.094514
Bi-Sr-Ca-Cu-O,(Bi1.2Pb0.3)Sr1.5Ca2Cu3O10,Bulk,,,SC,High-Tc,105.9 K,,,,,5.4 Å,5.4 Å,37.1 Å,,,TRUE,10.1016/S0921-4534(99)00611-5
UD27K Bi2201,(Bi1.35Pb0.85)(Sr1.40La0.45)CuO6+δ,Bulk,,,SC,cuprate,27 K,,,,,,,,,,TRUE,10.1103/PhysRevB.72.024533
OP35K Bi2201,(Bi1.35Pb0.85)(Sr1.47La0.38)CuO6+δ,Bulk,,,SC,cuprate,35 K,,,,,,,,,,TRUE,10.1103/PhysRevB.72.024533
NBi-3,(Bi1.3Nb0.3Pb0.4)Sr2Ca2Cu3Oδ,Bulk,,,SC,High-Tc,79.0,,Psuedo-tetragonal,,,5.408,5.408,,,,TRUE,10.1016/S0921-4534(98)00257-3
NBi-2,(Bi1.4Nb0.2Pb0.4)Sr2Ca2Cu3Oδ,Bulk,,,SC,High-Tc,92.0,,Psuedo-tetragonal,,,5.408,5.408,36.60,,,TRUE,10.1016/S0921-4534(98)00257-3
NBi-1,(Bi1.5Nb0.1Pb0.4)Sr2Ca2Cu3Oδ,Bulk,,,SC,High-Tc,96.5,,Psuedo-tetragonal,,,5.408,5.408,36.56,,,TRUE,10.1016/S0921-4534(98)00257-3
NCu-2,(Bi1.6Pb0.4)Sr2Ca2Cu2.8Nb0.2Oδ,Bulk,,,SC,High-Tc,82.0,,Psuedo-tetragonal,,,5.408,5.408,,,,TRUE,10.1016/S0921-4534(98)00257-3
NCu-1,(Bi1.6Pb0.4)Sr2Ca2Cu2.9Nb0.1Oδ,Bulk,,,SC,High-Tc,96.0,,Psuedo-tetragonal,,,5.408,5.408,36.15,,,TRUE,10.1016/S0921-4534(98)00257-3
(Bi1.6Pb0.4)Sr2Ca2Cu3O8.52F0.84,(Bi1.6Pb0.4)Sr2Ca2Cu3O8.52F0.84,Bulk,,,SC,High-Tc,116-118 K,,,,,,,,,,TRUE,10.1016/0921-4534(93)90207-7
(Bi1.6Pb0.4)Sr2Ca2Cu3O8.62F0.74,(Bi1.6Pb0.4)Sr2Ca2Cu3O8.62F0.74,Bulk,,,SC,High-Tc,116-118 K,,,,,,,,,,TRUE,10.1016/0921-4534(93)90207-7
(Bi1.6Pb0.4)Sr2Ca2Cu3O8.72F0.64,(Bi1.6Pb0.4)Sr2Ca2Cu3O8.72F0.64,Bulk,,,SC,High-Tc,116-118 K,,,,,,,,,,TRUE,10.1016/0921-4534(93)90207-7
(Bi1.6Pb0.4)Sr2Ca2Cu3O8.96F0.40,(Bi1.6Pb0.4)Sr2Ca2Cu3O8.96F0.40,Bulk,,,SC,High-Tc,116-118 K,,,,,,,,,,TRUE,10.1016/0921-4534(93)90207-7
(Bi1.6Pb0.4)Sr2Ca2Cu3O9.16F0.20,(Bi1.6Pb0.4)Sr2Ca2Cu3O9.16F0.20,Bulk,,,SC,High-Tc,116-118 K,,,,,,,,,,TRUE,10.1016/0921-4534(93)90207-7
(Bi1.6Pb0.4)Sr2Ca2Cu3O9.36F0.00,(Bi1.6Pb0.4)Sr2Ca2Cu3O9.36F0.00,Bulk,,,SC,High-Tc,116-118 K,,,,,,,,,,TRUE,10.1016/0921-4534(93)90207-7
Pure,(Bi1.6Pb0.4)Sr2Ca2Cu3Oδ,Bulk,,,SC,High-Tc,102.6,,Psuedo-tetragonal,,,5.408,5.408,36.47,,,TRUE,10.1016/S0921-4534(98)00257-3
(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.990(SnO2)0.010,(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.990(SnO2)0.010,Bulk,,,SC,High-Tc,101.75 K,0 T,,,,,,,,64.14 T,TRUE,10.1016/j.rinp.2024.107887
(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.990(TiO2)0.010,(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.990(TiO2)0.010,Bulk,,,SC,High-Tc,85.44,,Tetragonal,,,5.404,5.383,37.07,,,TRUE,10.1016/j.ceramint.2022.04.093
(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.992(SnO2)0.008,(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.992(SnO2)0.008,Bulk,,,SC,High-Tc,103.61 K,0 T,,,,,,,,69.2 T,TRUE,10.1016/j.rinp.2024.107887
(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.992(TiO2)0.008,(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.992(TiO2)0.008,Bulk,,,SC,High-Tc,86.42,,Tetragonal,,,5.406,5.380,37.07,,,TRUE,10.1016/j.ceramint.2022.04.093
(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.994(SnO2)0.006,(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.994(SnO2)0.006,Bulk,,,SC,High-Tc,103.77 K,0 T,,,,,,,,76.8 T,TRUE,10.1016/j.rinp.2024.107887
(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.994(TiO2)0.006,(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.994(TiO2)0.006,Bulk,,,SC,High-Tc,92.25,,Tetragonal,,,5.404,5.390,37.07,,,TRUE,10.1016/j.ceramint.2022.04.093
(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.996(SnO2)0.004,(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.996(SnO2)0.004,Bulk,,,SC,High-Tc,104.63 K,0 T,,,,,,,,91.4 T,TRUE,10.1016/j.rinp.2024.107887
(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.996(TiO2)0.004,(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.996(TiO2)0.004,Bulk,,,SC,High-Tc,96.91,,Tetragonal,,,5.403,5.386,37.07,,,TRUE,10.1016/j.ceramint.2022.04.093
(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.998(SnO2)0.002,(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.998(SnO2)0.002,Bulk,,,SC,High-Tc,105.8 K,0 T,,,,,,,,207.9 T,TRUE,10.1016/j.rinp.2024.107887
(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.998(TiO2)0.002,(Bi1.6Pb0.4Sr2Ca2Cu3O10)0.998(TiO2)0.002,Bulk,,,SC,High-Tc,100.50,,Tetragonal,,,5.409,5.382,37.07,,,TRUE,10.1016/j.ceramint.2022.04.093
Bi-2223,(Bi1.6Pb0.4Sr2Ca2Cu3O10+δ)0.97/(Bi2Te3)0.03,Bulk,,,SC,High-Tc/Cuprate,102,,Orthorhombic,,,5.42,5.45,30.86,,,TRUE,10.1016/j.ceramint.2021.05.244
Bi-2223,(Bi1.6Pb0.4Sr2Ca2Cu3O10+δ)0.98/(Bi2Te3)0.02,Bulk,,,SC,High-Tc/Cuprate,105,,Orthorhombic,,,5.49,5.57,31.19,,,TRUE,10.1016/j.ceramint.2021.05.244
Bi-2223,(Bi1.6Pb0.4Sr2Ca2Cu3O10+δ)0.99/(Bi2Te3)0.01,Bulk,,,SC,High-Tc/Cuprate,104,,Orthorhombic,,,5.45,5.48,30.98,,,TRUE,10.1016/j.ceramint.2021.05.244
OD0K Bi2201,(Bi1.74Pb0.38)Sr1.88CuO6+δ,Bulk,,,NSC,cuprate,<2 K,,,,,,,,,,TRUE,10.1103/PhysRevB.72.024533
OD7K Bi2201,(Bi1.74Pb0.38)Sr1.88CuO6+δ,Bulk,,,SC,cuprate,7 K,,,,,,,,,,TRUE,10.1103/PhysRevB.72.024533
OD21K Bi2201,(Bi1.74Pb0.38)Sr1.88CuO6+δ,Bulk,,,SC,cuprate,21 K,,,,,,,,,,TRUE,10.1103/PhysRevB.72.024533
Pb-doped Bi-2201,(Bi1.82Pb0.18)(Sr1.84Pb0.16)CuO6,Bulk,,,SC,High-Tc/cuprate,,,Orthorhombic,,Cccm,5.392 Å,24.603 Å,5.300 Å,,,True,10.1103/PhysRevB.58.2851
(Bi2I)Sr2Ca2Cu3Oy,(Bi2I)Sr2Ca2Cu3Oy,Bulk,,,SC,cuprate,100 K,,,,,,,,,,TRUE,Handbook of SC
(Bi2I)Sr2Ca2Cu3Oy,(Bi2I)Sr2Ca2Cu3Oy,Bulk,,,SC,High-Tc,100 K,,,,,5.40 Å,,22.01 Å,,,TRUE,Handbook of SC
(Bi2I)Sr2CuO6,(Bi2I)Sr2CuO6,Bulk,,,SC,High-Tc,22 K,,Tetragonal,,,5.40 Å,,15.76 Å,,,TRUE,Handbook of SC
(Bi2Sr2Ca4Cu5O14)1(Bi2Sr2CuO6)1 Superlattice,(Bi2Sr2Ca4Cu5O14)1(Bi2Sr2CuO6)1,Thin Film,,,SC,High-Tc,41 K,,,,,,,,,,TRUE,10.1016/S0921-4534(96)00643-0
(BiO)2Sr2Ca2Cu3O10,(BiO)2Sr2Ca2Cu3O10,,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.60.14917
Optimally Doped Bi2201,(BiPb)2(SrLa)2CuO6+δ,Bulk,,,SC,cuprate/High-Tc/Type-II,34.8 K,ambient,,,,,,,,50 T,TRUE,10.1103/PhysRevB.79.180507
Optimally Doped Bi2201,(BiPb)2(SrLa)2CuO6+δ,Bulk,,,SC,High-Tc/cuprate,35 K,,,,,,,,,50 T,TRUE,10.1103/PhysRevLett.101.227002
(BiPb)2Ba2Ca2Cu3O10,(BiPb)2Ba2Ca2Cu3O10,Thin Film,,,SC,High-Tc/cuprate,,,,,,,,,,,FALSE,10.1103/PhysRevB.108.104501
BPSCCO,(BiPb)2Sr2Ca2Cu3O10,Bulk,,,SC,High-Tc/cuprate,,,,,,,,,,,True,10.1103/PhysRevB.51.12861
Bismuth lead strontium calcium copper oxide,(BiPb)2Sr2Ca2Cu3O10,Bulk,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.54.6648
BiSrCaCuO,(BiPb)2Sr2Ca2Cu3O10,Bulk,,,SC,High-Tc,105 K,0 Oe,,,,,,,10 Oe,100 Oe,TRUE,10.1016/S0921-4534(99)00144-6
BPSCCO,(BiPb)2Sr2Ca2Cu3O10+y,Bulk,,,SC,High-Tc/cuprate,,,,,,,,,,,,10.1103/PhysRevB.64.094519
Bi-2223,(BiPb)2Sr2Ca2Cu3O10+θ,Bulk,,,SC,High-Tc/Cuprate,110.9,,,,,3.823,37.074,,,,TRUE,10.1016/j.ceramint.2020.09.226
Bi-2223 with 0.2 wt% SiC-NW,(BiPb)2Sr2Ca2Cu3O10+θ + 0.2 wt% SiC,Bulk,,,SC,High-Tc/Cuprate,111.4,,,,,3.823,37.074,,,,TRUE,10.1016/j.ceramint.2020.09.226
Bi-2223 with 0.4 wt% SiC-NW,(BiPb)2Sr2Ca2Cu3O10+θ + 0.4 wt% SiC,Bulk,,,SC,High-Tc/Cuprate,108.6,,,,,3.823,37.074,,,,TRUE,10.1016/j.ceramint.2020.09.226
Bi-2223 with 0.8 wt% SiC-NW,(BiPb)2Sr2Ca2Cu3O10+θ + 0.8 wt% SiC,Bulk,,,SC,High-Tc/Cuprate,107.8,,,,,3.823,37.074,,,,TRUE,10.1016/j.ceramint.2020.09.226
λ-(BETS)2FeCl4,(bis(ethylenedithio)tetraselenafulvalene)2FeCl4,,,,SC,,,,,,,,,,,,FALSE,10.1103/PhysRevB.85.052502
(BiS)1.2TaS2,(BiS)1.2TaS2,Bulk,,,SC,,0.8 K,,,,,,,,,,FALSE,10.1016/j.jpcs.2021.110135
"(BiSe)1.1NbSe2 (misfit layer compound, pure sample)",(BiSe)1.1NbSe2,Bulk,,,SC,Type-II,2.4 K,,,Misfit layered,,,,,30.44 Oe,,TRUE,10.1103/PhysRevB.103.085107
(BiSe)1.1NbSe2,(BiSe)1.1NbSe2,,,,SC,,2.6-2.7,,,,,,,,,,TRUE,10.1016/j.jssc.2023.124477
(Bi₀.₈Pb₀.₂)₂Sr₂CaCu₂O₈,(Bi₀.₈Pb₀.₂)₂Sr₂CaCu₂O₈,Bulk,,,SC,High-Tc,91.1 K,,,,,,,,,,TRUE,Handbook of SC
(Bi₀.₈Pb₀.₂)₂Sr₂Ca₂Cu₃O₁₀₊δ,(Bi₀.₈Pb₀.₂)₂Sr₂Ca₂Cu₃O₁₀₊δ,Bulk,,,SC,High-Tc,103 K,,,,,,,,,,TRUE,Handbook of SC
(Bi₂Br₀.₁₂)Sr₂Ce₀.₃₆Gd₁.₆₄Cu₂O₁₀₊δ,(Bi₂Br₀.₁₂)Sr₂Ce₀.₃₆Gd₁.₆₄Cu₂O₁₀₊δ,Bulk,,,SC,cuprate,12 K,,,,,,,,,,TRUE,Handbook of SC
Iodine-intercalated Bi-3212,(Bi₂I)Sr₂CaCu₂Oᵧ,Bulk,,,SC,cuprate,80 K,,,3212,,5.40 Å,,19.02 Å,,,TRUE,Handbook of SC
Carbon-based superconducting oxycarbomates,"(C,M)B₂Cn₋₁CunO₂n+3",Bulk,,,SC,cuprate,91-113 K,,,,,,,,,,TRUE,Handbook of SC
"(C,Tl,Pb)Sr2CuO5","(C,Tl,Pb)Sr2CuO5",Bulk,,,SC,High-Tc,,,,1201,,,,,,,TRUE,Handbook of SC
(C0.5Cu0.5)-1234,(C0.5Cu0.5)Ba2Ca3Cu4O11,Thin Film,,,SC,High-Tc,115 K,0.4 mbar,Tetragonal,a-axis oriented,,0.385 nm,,,,,TRUE,10.1016/S0921-4534(98)00681-9
(TMTTF)2BF4,(C10H12S4)2BF4,Bulk,,,SC,Type-II,1.38 K,37.5 kbar,,,,,,,,1.5 T,TRUE,10.1016/S0379-6779(02)00420-4
(TMTTF)2Br,(C10H12S4)2Br,Bulk,,,SC,,,moderate pressure,Triclinic,,P-1,,,,,,True,10.1103/PhysRevB.49.10893
(TMTTF)2Br,(C10H12S4)2Br,Bulk,,,SC,Type-II,0.8 K,3.7 GPa,,,,,,,,,TRUE,10.1016/j.physb.2009.12.084
(DMET)2CuCl2,(C10H12S4Se2)2CuCl2,Bulk,,,SC,Type-II,0.8 K,0.3 kbar,Triclinic,,,7.023 Å,7.586 Å,14.868 Å,,0.1 T,TRUE,10.1016/j.synthmet.2005.12.001
(TMTSF)2ClO4,(C10H12S4Se4)2ClO4,Bulk,,,SC,,,,,quasi-one-dimensional,,,,,,,,10.1103/PhysRevB.66.035121
(TMTSF)2AsF6,(C10H12Se4)2AsF6,Bulk,,,SC,,1 K,,,quasi-one-dimensional,,,,,,,,10.1103/PhysRevB.28.6564
(TMTSF)2BF4,(C10H12Se4)2BF4,Bulk,,,SC,,,,Triclinic,,P-1,,,,,,,10.1103/PhysRevB.49.10893
tetramethyltetraselenafulvalene perchlorate,(C10H12Se4)2ClO4,Bulk,,,SC,,,,,,,,,,,,,10.1103/PhysRevB.38.938
TMTSF2ClO4,(C10H12Se4)2ClO4,Bulk,,,SC,,,,,quasi-one-dimensional,,,,,,,,10.1103/PhysRevB.53.5609
(TMTSF)2ClO4,(C10H12Se4)2ClO4,Bulk,,,SC,,,,Triclinic,,P-1,,,,,,True,10.1103/PhysRevB.49.10893
(TMTSF)2ClO4,(C10H12Se4)2ClO4,Bulk,,,SC,,1.2 K,,,quasi-one-dimensional,,,,,,,,10.1103/PhysRevB.28.6564
(TMTSF)2ClO4,(C10H12Se4)2ClO4,Bulk,,,SC,Type-II,26 K,ambient,,,,,,,,,,10.1016/0378-4363(82)90169-3
(TMTSF)2FSO3,(C10H12Se4)2FSO3,Bulk,,,SC,Organic/Bechgaard salt,3 K,6-10 kbar,,,,,,,,,,10.1103/PhysRevB.79.045115
(TMTSF)2NO3,(C10H12Se4)2NO3,Bulk,,,NSC,Organic/Bechgaard salt,,"6.0, 7.0, 7.8 kbar",,,,,,,,,TRUE,10.1103/PhysRevB.79.045115
tetramethyltetraselenafulvalene hexafluorophosphate,(C10H12Se4)2PF6,Bulk,,,SC,,,under pressure,,,,,,,,,,10.1103/PhysRevB.38.938
TMTSF2PF6,(C10H12Se4)2PF6,Bulk,,,SC,,,,,quasi-one-dimensional,,,,,,,,10.1103/PhysRevB.53.5609
(TMTSF)2PF6,(C10H12Se4)2PF6,Bulk,,,SC,,,,Triclinic,,P-1,,,,,,True,10.1103/PhysRevB.49.10893
(TMTSF)2PF6,(C10H12Se4)2PF6,Bulk,,,SC,,1 K,,,quasi-one-dimensional,,,,,,,,10.1103/PhysRevB.28.6564
(TMTSF)2PF6,(C10H12Se4)2PF6,Bulk,,,SC,Type-II,0.9 K,1.0 GPa,,,,,,,,,FALSE,10.1016/j.physb.2009.12.084
(TMTSF)2PF6,(C10H12Se4)2PF6,Bulk,,,SC,Type-II,12 K,11 kbar,,,,,,,,,,10.1016/0378-4363(82)90169-3
(TMTSF)2ReO4,(C10H12Se4)2ReO4,Bulk,,,SC,,,,Triclinic,,P-1,,,,,,,10.1103/PhysRevB.49.10893
(TMTSF)2PF6,(C10H12Se4S)2PF6,,,,SC,,,,,,,,,,,,,10.1103/PhysRevB.28.2855
κ-(ET)2Cu(NCS)2,(C10H8S8)2Cu(NCS)2,Bulk,,,SC,Type-II,9,,,,,,,,3 mT,15 T,TRUE,10.1016/S0921-4534(99)00049-0
κ-(ET)2Cu[N(CN)2]Br,(C10H8S8)2Cu[N(CN)2]Br,Bulk,,,SC,Type-II,11,,,,,,,,,,TRUE,10.1016/S0921-4534(99)00049-0
β′′-(BEDT-TTF)2SF5CH2CF2SO3,(C10H8S8)2SF5CH2CF2SO3,Bulk,,,SC,High-Tc,5 K,,β′′,Triclinic,,,,,,,TRUE,10.1016/S0379-6779(02)00410-1
β''-(ET)2SF5CH2CF2SO3,(C10H8S8)2SF5CH2CF2SO3,Bulk,,,SC,Type-II,4.5,,,,,,,,,,TRUE,10.1016/S0921-4534(99)00049-0
(BEDT-TTF)4Pt(CN)4H2O,(C10H8S8)4Pt(CN)4H2O,Bulk,,,SC,Type-II,2 K,6.5 kbar,,,,,,,,,TRUE,10.1016/0038-1098(91)90717-A
(DODHT)2AsF6,(C12H12O2S4)2AsF6,Bulk,,,SC,,3.3 K,16.5 kbar,Triclinic,P1̄,P1̄,5.7518 Å,9.4285 Å,15.8745 Å,,1 T,TRUE,10.1016/S0379-6779(02)00380-6
(DODHT)2PF6,(C12H12O2S4)2PF6,Bulk,,,SC,,3.1 K,16.5 kbar,Triclinic,P1̄,P1̄,5.7808 Å,9.2199 Å,15.784 Å,,,TRUE,10.1016/S0379-6779(02)00380-6
(DMET-TSeF)2AuI2,(C12H16Se4S2)2AuI2,Bulk,,,SC,Type-II,0.58 K,Ambient,Quasi one-dimensional,,,,,,,"3 T (|| a), 0.14 T (|| b), 2.4 T (|| c)",TRUE,10.1016/S0379-6779(02)00300-4
(C5H12N)2CuBr4,(C5H12N)2CuBr4,Bulk,,,NSC,,,,,ladder,,,,,,,TRUE,10.1103/PhysRevB.75.245119
bis(ethylenedithiolo)tetrathiafulvalene copper thiocyanate,(C6H4S4)2Cu(NCS)2,Bulk,,,SC,High-Tc,10.4 K,ambient pressure,Monoclinic,,P21,16.248 Å,8.440 Å,13.124 Å,,8 T,True,10.1103/PhysRevB.38.938
kappa-(BEDT-TTF)2I3,(C6H4S4)2I3,Bulk,,,SC,High-Tc,3.6 K,,Monoclinic,,P21/c,16.387 Å,8.466 Å,12.832 Å,,,,10.1103/PhysRevB.38.938
beta-(BEDT-TTF)2I3,(C6H4S4)2I3,Bulk,,,SC,High-Tc,,,,,,,,,,,,10.1103/PhysRevB.38.938
"(Ca,Na)2CaCu2O4Cl2","(Ca,Na)2CaCu2O4Cl2",Bulk,,,SC,Cuprate,49 K,High Pressure,Tetragonal,La2CaCu2O6 (2126) type,,3.85 Å,,21.45 Å,,,TRUE,10.1016/0921-4534(95)00234-0
"(Ca,Na)2CaCu2O4Cl2","(Ca,Na)2CaCu2O4Cl2",Bulk,,,SC,High-Tc,49 K,,,,,,,,,,FALSE,10.1016/j.physc.2003.12.022
Calcium sodium copper oxychloride,"(Ca,Na)2CuO2Cl2",Bulk,,,SC,cuprate,,,,,,,,,,,,10.1103/PhysRevB.55.3141
"(Ca,Na)2CuO2Cl2","(Ca,Na)2CuO2Cl2",Bulk,,,SC,cuprate,,,,,,,,,,,FALSE,10.1103/PhysRevB.84.115127
"(Ca,Na)2CuO2Cl2","(Ca,Na)2CuO2Cl2",Bulk,,,SC,High-Tc/cuprate,,ambient,,,,,,,,,FALSE,10.1103/PhysRevB.77.064520
"(Ca,Sr)10Cu17O29","(Ca,Sr)10Cu17O29",Bulk,,,SC,High-Tc,80-84 K,,Orthorhombic,,,,,,,,TRUE,10.1016/S0022-0248(01)00826-0
"(Ca,Sr)Cu2O3","(Ca,Sr)Cu2O3",Bulk,,,NSC,,,,,,,,,,,,True,10.1103/PhysRevB.39.12271
CLBLCO,(Ca0.1La0.9)(Ba1.65La0.35)Cu3O7.00,Bulk,,,SC,High-Tc,16.9 K,,Tetragonal,,,,,,,,TRUE,10.1016/S0921-4534(03)00666-X
CLBLCO,(Ca0.1La0.9)(Ba1.65La0.35)Cu3O7.10,Bulk,,,SC,High-Tc,30.1 K,,Tetragonal,,,,,,,,TRUE,10.1016/S0921-4534(03)00666-X
CLBLCO,(Ca0.1La0.9)(Ba1.65La0.35)Cu3O7.23,Bulk,,,SC,High-Tc,8.8 K,,Tetragonal,,,,,,,,TRUE,10.1016/S0921-4534(03)00666-X
Calcium Lanthanum Barium Lanthanum Copper Oxide (CLBLCO),(Ca0.1La0.9)(Ba1.65La0.35)Cu3Oy,Film,100 nm,SrTiO3,SC,High-Tc/cuprate,,,,,,,,,,,TRUE,10.1103/PhysRevB.88.060502
"CLBLCO (x=0.1, y=optimal)",(Ca0.1La0.9)(Ba1.65La0.35)Cu3Oy,Bulk,,,SC,High-Tc/cuprate,58 K,ambient,Tetragonal,perovskite-like,,,,,,,TRUE,10.1103/PhysRevB.78.140508
(Ca0.1La0.9)(Ba1.65La0.35)Cu3O_y,(Ca0.1La0.9)(Ba1.65La0.35)Cu3O_y,Bulk,,,SC,cuprate,"T_c varies with y, T_c^max = NA",ambient,Tetragonal,YBCO-type,,,,,,,TRUE,10.1103/PhysRevB.78.020505
(Ca0.25Sr0.75)Pt3P,(Ca0.25Sr0.75)Pt3P,Bulk,,,SC,,0.32 K,,,Antiperovskite,,,,,,0.032 T,FALSE,10.1103/PhysRevB.105.214529
"CLBLCO (x=0.2, y=optimal)",(Ca0.2La0.8)(Ba1.55La0.45)Cu3Oy,Bulk,,,SC,High-Tc/cuprate,68 K,ambient,Tetragonal,perovskite-like,,,,,,,TRUE,10.1103/PhysRevB.78.140508
(Ca0.2La0.8)(Ba1.55La0.45)Cu3O_y,(Ca0.2La0.8)(Ba1.55La0.45)Cu3O_y,Bulk,,,SC,cuprate,"T_c varies with y, T_c^max = NA",ambient,Tetragonal,YBCO-type,,,,,,,TRUE,10.1103/PhysRevB.78.020505
"CLBLCO (x=0.3, y=optimal)",(Ca0.3La0.7)(Ba1.45La0.55)Cu3Oy,Bulk,,,SC,High-Tc/cuprate,75 K,ambient,Tetragonal,perovskite-like,,,,,,,TRUE,10.1103/PhysRevB.78.140508
(Ca0.3La0.7)(Ba1.45La0.55)Cu3O_y,(Ca0.3La0.7)(Ba1.45La0.55)Cu3O_y,Bulk,,,SC,cuprate,"T_c varies with y, T_c^max = NA",ambient,Tetragonal,YBCO-type,,,,,,,TRUE,10.1103/PhysRevB.78.020505
"CLBLCO (x=0.4, y=optimal)",(Ca0.4La0.6)(Ba1.35La0.65)Cu3Oy,Bulk,,,SC,High-Tc/cuprate,80 K,ambient,Tetragonal,perovskite-like,,,,,,,TRUE,10.1103/PhysRevB.78.140508
(Ca0.4La0.6)(Ba1.35La0.65)Cu3O_y,(Ca0.4La0.6)(Ba1.35La0.65)Cu3O_y,Bulk,,,SC,cuprate,"T_c varies with y, T_c^max = NA",ambient,Tetragonal,YBCO-type,,,,,,,TRUE,10.1103/PhysRevB.78.020505
(Ca0.5Cu0.5)(Ba0.95Ca0.05)2Ca2Cu3O9−δ,(Ca0.5Cu0.5)(Ba0.95Ca0.05)2Ca2Cu3O9−δ,Bulk,,,SC,High-Tc/Cuprate,104 K,,Orthorhombic,Aba2 or Acam,,,,,,,TRUE,10.1016/S0921-4534(99)00200-2
(Ca0.6Sr0.4)Pt3P,(Ca0.6Sr0.4)Pt3P,Bulk,,,SC,,3.54 K,,,Antiperovskite,,,,,,2.53 T,FALSE,10.1103/PhysRevB.105.214529
(Ca1-xSrx)1-yCuO2,(Ca0.7Sr0.3)0.9CuO2,Bulk,,,SC,High-Tc/cuprate,110 K,,,infinite-layer,,,,,,,,10.1103/PhysRevB.63.132401
(Ca0.87Ce0.13)10(FeAs)10(Pt3As8),(Ca0.87Ce0.13)10(FeAs)10(Pt3As8),Bulk,,,SC,Iron-based,35 K,,,,,,,,,,TRUE,10.1016/j.ssc.2014.10.007
(Ca0.87La0.13)10(FeAs)10(Pt3As8),(Ca0.87La0.13)10(FeAs)10(Pt3As8),Bulk,,,SC,Iron-based,35 K,,,,,,,,,,TRUE,10.1016/j.ssc.2014.10.007
(Ca0.87Nd0.13)10(FeAs)10(Pt3As8),(Ca0.87Nd0.13)10(FeAs)10(Pt3As8),Bulk,,,SC,Iron-based,35 K,,,,,,,,,,TRUE,10.1016/j.ssc.2014.10.007
(Ca0.87Pr0.13)10(FeAs)10(Pt3As8),(Ca0.87Pr0.13)10(FeAs)10(Pt3As8),Bulk,,,SC,Iron-based,35 K,,,,,,,,,,TRUE,10.1016/j.ssc.2014.10.007
(Ca0.87Sm0.13)10(FeAs)10(Pt3As8),(Ca0.87Sm0.13)10(FeAs)10(Pt3As8),Bulk,,,SC,Iron-based,35 K,,,,,,,,,,TRUE,10.1016/j.ssc.2014.10.007
(Ca0.87Y0.13)10(FeAs)10(Pt3As8),(Ca0.87Y0.13)10(FeAs)10(Pt3As8),Bulk,,,SC,Iron-based,35 K,,,,,,,,,,TRUE,10.1016/j.ssc.2014.10.007
"(Ca4(Mg,Ti)3Oy)(Fe2As2)","(Ca4(Mg,Ti)3Oy)(Fe2As2)",Bulk,,,SC,iron-based,47 K,,,layered,,,,,,,FALSE,10.1103/PhysRevB.85.224527
A10Cu17O29,(Ca5.9Sr3.5Bi0.3Pb0.1Y0.1Al0.1)Cu15.1O29,Bulk,,,SC,Type-II,80 K,Ambient,Orthorhombic,,F 222,11.316,12.763,19.49,,2000 kOe,TRUE,10.1016/S0921-4534(98)00635-2
